X,Y,Target
11.806842,7.3655863,1
-4.9090843,3.8808823,1
56.01699,26.645782,1
-7.9604993,39.87189,1
17.387707,4.151814,1
-8.38714,41.526554,1
-7.455307,41.19913,1
35.302002,-23.307709,1
-6.9739738,40.629704,1
-2.182663,-18.26347,1
12.72869,6.7904243,1
56.01699,26.645782,1
29.457163,2.8477163,0
-0.4835626,8.9419365,1
